season,date,home_team,away_team,home_score,away_score,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
1920,2019-11-03,Genoa,Udinese,1,3,0,2,0,0
1920,2019-11-03,Lecce,Sassuolo,2,2,2,3,0,0
1920,2019-11-03,Verona,Brescia,2,1,1,4,0,1
1920,2019-11-04,SPAL,Sampdoria,0,1,3,1,0,0
1920,2019-11-08,Sassuolo,Bologna,3,1,2,6,0,0
1920,2019-11-09,Brescia,Torino,0,4,4,3,1,0
1920,2019-11-09,Inter,Verona,2,1,3,1,0,0
1920,2019-11-09,Napoli,Genoa,0,0,1,4,0,0
1920,2019-11-10,Cagliari,Fiorentina,5,2,1,3,0,0
1920,2019-11-10,Juventus,AC Milan,1,0,1,5,0,0
1920,2019-11-10,Lazio,Lecce,4,2,2,3,0,0
1920,2019-11-10,Parma Calcio 1913,Roma,2,0,3,2,0,0
1920,2019-11-10,Sampdoria,Atalanta,0,0,2,3,0,1
1920,2019-11-10,Udinese,SPAL,0,0,3,5,0,0
1920,2019-11-23,AC Milan,Napoli,1,1,3,2,0,0
1920,2019-11-23,Atalanta,Juventus,1,3,5,3,0,0
1920,2019-11-23,Torino,Inter,0,3,2,3,0,0
1920,2019-11-24,Bologna,Parma Calcio 1913,2,2,1,3,0,0
1920,2019-11-24,Roma,Brescia,3,0,1,1,0,0
1920,2019-11-24,Sampdoria,Udinese,2,1,2,2,0,1
1920,2019-11-24,Sassuolo,Lazio,1,2,1,3,0,0
1920,2019-11-24,Verona,Fiorentina,1,0,3,2,0,0
1920,2019-11-25,Lecce,Cagliari,2,2,2,2,1,2
1920,2019-11-25,SPAL,Genoa,1,1,2,1,0,0
1920,2019-11-30,Brescia,Atalanta,0,3,1,3,0,0
1920,2019-11-30,Fiorentina,Lecce,0,1,1,3,0,0
1920,2019-11-30,Genoa,Torino,0,1,2,2,0,1
1920,2019-12-01,Inter,SPAL,2,1,1,4,0,0
1920,2019-12-01,Juventus,Sassuolo,2,2,1,5,0,0
1920,2019-12-01,Lazio,Udinese,3,0,0,1,0,0
1920,2019-12-01,Napoli,Bologna,1,2,1,5,0,0
1920,2019-12-01,Parma Calcio 1913,AC Milan,0,1,1,3,0,0
1920,2019-12-01,Verona,Roma,1,3,3,3,0,0
1920,2019-12-02,Cagliari,Sampdoria,4,3,3,1,0,0
1920,2019-12-06,Inter,Roma,0,0,3,1,0,0
1920,2019-12-07,Atalanta,Verona,3,2,1,4,0,1
1920,2019-12-07,Lazio,Juventus,3,1,4,3,0,1
1920,2019-12-07,Udinese,Napoli,1,1,3,4,0,1
1920,2019-12-08,Bologna,AC Milan,2,3,4,2,0,0
1920,2019-12-08,Lecce,Genoa,2,2,5,4,0,2
1920,2019-12-08,SPAL,Brescia,0,1,3,3,0,0
1920,2019-12-08,Sampdoria,Parma Calcio 1913,0,1,3,2,0,0
1920,2019-12-08,Sassuolo,Cagliari,2,2,3,4,0,0
1920,2019-12-08,Torino,Fiorentina,2,1,4,3,0,0
1920,2019-12-14,Brescia,Lecce,3,0,4,6,0,0
1920,2019-12-14,Genoa,Sampdoria,0,1,5,3,0,0
1920,2019-12-14,Napoli,Parma Calcio 1913,1,2,2,2,0,0
1920,2019-12-15,AC Milan,Sassuolo,0,0,5,4,0,0
1920,2019-12-15,Bologna,Atalanta,2,1,4,1,1,0
1920,2019-12-15,Fiorentina,Inter,1,1,3,4,0,0
1920,2019-12-15,Juventus,Udinese,3,1,2,1,0,0
1920,2019-12-15,Roma,SPAL,3,1,1,3,0,0
1920,2019-12-15,Verona,Torino,3,3,3,1,0,0
1920,2019-12-16,Cagliari,Lazio,1,2,4,3,0,0
1920,2019-12-18,Brescia,Sassuolo,0,2,2,3,0,0
1920,2019-12-18,Sampdoria,Juventus,1,2,4,2,1,0
1920,2019-12-20,Fiorentina,Roma,1,4,4,3,0,0
1920,2019-12-21,Inter,Genoa,4,0,1,4,0,0
1920,2019-12-21,Torino,SPAL,1,2,3,4,1,0
1920,2019-12-21,Udinese,Cagliari,2,1,3,3,0,1
1920,2019-12-22,Atalanta,AC Milan,5,0,2,4,0,0
1920,2019-12-22,Lecce,Bologna,2,3,3,3,0,0
1920,2019-12-22,Parma Calcio 1913,Brescia,1,1,3,2,0,0
1920,2019-12-22,Sassuolo,Napoli,1,2,2,2,0,0
1920,2020-01-05,Brescia,Lazio,1,2,5,4,1,0
1920,2020-01-05,Genoa,Sassuolo,2,1,4,5,0,1
1920,2020-01-05,Roma,Torino,0,2,5,2,0,0
1920,2020-01-05,SPAL,Verona,0,2,1,1,1,0
1920,2020-01-06,AC Milan,Sampdoria,0,0,1,5,0,0
1920,2020-01-06,Atalanta,Parma Calcio 1913,5,0,2,4,0,0
1920,2020-01-06,Bologna,Fiorentina,1,1,2,4,0,0
1920,2020-01-06,Juventus,Cagliari,4,0,1,1,0,0
1920,2020-01-06,Lecce,Udinese,0,1,1,1,0,0
1920,2020-01-06,Napoli,Inter,1,3,0,5,0,0
1920,2020-01-11,Cagliari,AC Milan,0,2,3,1,0,0
1920,2020-01-11,Inter,Atalanta,1,1,2,4,0,0
1920,2020-01-11,Lazio,Napoli,1,0,2,2,0,0
1920,2020-01-12,Fiorentina,SPAL,1,0,1,1,0,0
1920,2020-01-12,Roma,Juventus,1,2,6,3,0,0
1920,2020-01-12,Sampdoria,Brescia,5,1,2,3,0,0
1920,2020-01-12,Torino,Bologna,1,0,5,3,0,0
1920,2020-01-12,Udinese,Sassuolo,3,0,0,0,0,0
1920,2020-01-12,Verona,Genoa,2,1,3,6,0,0
1920,2020-01-13,Parma Calcio 1913,Lecce,2,0,4,1,0,0
1920,2020-01-18,Lazio,Sampdoria,5,1,1,2,0,1
1920,2020-01-18,Napoli,Fiorentina,0,2,2,1,0,0
1920,2020-01-18,Sassuolo,Torino,2,1,2,4,0,0
1920,2020-01-19,AC Milan,Udinese,3,2,4,1,0,0
1920,2020-01-19,Bologna,Verona,1,1,5,2,1,0
1920,2020-01-19,Brescia,Cagliari,2,2,4,4,1,0
1920,2020-01-19,Genoa,Roma,1,3,2,3,0,0
1920,2020-01-19,Juventus,Parma Calcio 1913,2,1,0,1,0,0
1920,2020-01-19,Lecce,Inter,1,1,2,2,0,0
1920,2020-01-20,Atalanta,SPAL,1,2,2,3,0,0
1920,2020-01-24,Brescia,AC Milan,0,1,2,4,0,0
1920,2020-01-25,Fiorentina,Genoa,0,0,4,3,0,0
1920,2020-01-25,SPAL,Bologna,1,3,3,3,0,0
1920,2020-01-25,Torino,Atalanta,0,7,2,2,2,0
1920,2020-01-26,Inter,Cagliari,1,1,4,0,2,0
1920,2020-01-26,Napoli,Juventus,2,1,2,5,0,0
1920,2020-01-26,Parma Calcio 1913,Udinese,2,0,2,3,0,0
1920,2020-01-26,Roma,Lazio,1,1,2,4,0,0
1920,2020-01-26,Sampdoria,Sassuolo,0,0,4,1,0,1
1920,2020-01-26,Verona,Lecce,3,0,2,2,0,1
1920,2020-02-01,Bologna,Brescia,2,1,3,2,0,0
1920,2020-02-01,Cagliari,Parma Calcio 1913,2,2,3,2,0,0
1920,2020-02-01,Sassuolo,Roma,4,2,1,6,0,1
1920,2020-02-02,AC Milan,Verona,1,1,1,4,0,1
1920,2020-02-02,Atalanta,Genoa,2,2,2,5,0,1
1920,2020-02-02,Juventus,Fiorentina,3,0,1,4,0,0
1920,2020-02-02,Lazio,SPAL,5,1,1,2,0,0
1920,2020-02-02,Lecce,Torino,4,0,3,3,0,0
1920,2020-02-02,Udinese,Inter,0,2,2,2,0,0
1920,2020-02-03,Sampdoria,Napoli,2,4,4,3,0,0
1920,2020-02-05,Lazio,Verona,0,0,3,2,0,0
1920,2020-02-07,Roma,Bologna,2,3,2,4,1,0
1920,2020-02-08,Fiorentina,Atalanta,1,2,2,2,0,0
1920,2020-02-08,Torino,Sampdoria,1,3,3,5,1,0
1920,2020-02-08,Verona,Juventus,2,1,2,3,0,0
1920,2020-02-09,Brescia,Udinese,1,1,0,3,0,0
1920,2020-02-09,Genoa,Cagliari,1,0,3,6,0,0
1920,2020-02-09,Inter,AC Milan,4,2,4,2,0,0
1920,2020-02-09,Napoli,Lecce,2,3,5,3,0,0
1920,2020-02-09,Parma Calcio 1913,Lazio,0,1,3,2,0,0
1920,2020-02-09,SPAL,Sassuolo,1,2,2,4,0,0
1920,2020-02-15,Atalanta,Roma,2,1,1,4,0,0
1920,2020-02-15,Bologna,Genoa,0,3,2,5,2,0
1920,2020-02-15,Lecce,SPAL,2,1,5,3,0,0
1920,2020-02-16,Cagliari,Napoli,0,1,3,1,0,0
1920,2020-02-16,Juventus,Brescia,2,0,3,1,0,1
1920,2020-02-16,Lazio,Inter,2,1,4,2,0,0
1920,2020-02-16,Sampdoria,Fiorentina,1,5,4,3,1,1
1920,2020-02-16,Sassuolo,Parma Calcio 1913,0,1,5,3,0,0
1920,2020-02-16,Udinese,Verona,0,0,1,2,0,0
1920,2020-02-17,AC Milan,Torino,1,0,2,3,0,0
1920,2020-02-21,Brescia,Napoli,1,2,3,3,0,0
1920,2020-02-22,Bologna,Udinese,1,1,1,2,0,0
1920,2020-02-22,Fiorentina,AC Milan,1,1,1,3,1,0
1920,2020-02-22,SPAL,Juventus,1,2,4,2,0,0
1920,2020-02-23,Genoa,Lazio,2,3,2,2,0,0
1920,2020-02-23,Roma,Lecce,4,0,1,0,0,0
1920,2020-02-29,Lazio,Bologna,2,0,1,4,0,0
1920,2020-02-29,Napoli,Torino,2,1,1,3,0,0
1920,2020-03-01,Cagliari,Roma,3,4,4,5,0,0
1920,2020-03-01,Lecce,Atalanta,2,7,2,2,0,0
1920,2020-03-08,AC Milan,Genoa,1,2,0,0,0,1
1920,2020-03-08,Juventus,Inter,2,0,1,3,0,1
1920,2020-03-08,Parma Calcio 1913,SPAL,0,1,2,1,0,0
1920,2020-03-08,Sampdoria,Verona,2,1,4,3,0,0
1920,2020-03-08,Udinese,Fiorentina,0,0,2,0,0,0
1920,2020-03-09,Sassuolo,Brescia,3,0,3,3,0,0
1920,2020-06-20,Torino,Parma Calcio 1913,1,1,1,2,0,0
1920,2020-06-20,Verona,Cagliari,2,1,1,5,1,1
1920,2020-06-21,Atalanta,Sassuolo,4,1,4,3,0,0
1920,2020-06-21,Inter,Sampdoria,2,1,3,3,0,0
1920,2020-06-22,Bologna,Juventus,0,2,1,3,0,1
1920,2020-06-22,Fiorentina,Brescia,1,1,4,4,1,0
1920,2020-06-22,Lecce,AC Milan,1,4,1,1,0,0
1920,2020-06-23,Genoa,Parma Calcio 1913,1,4,1,2,0,0
1920,2020-06-23,SPAL,Cagliari,0,1,3,3,0,0
1920,2020-06-23,Torino,Udinese,1,0,2,2,0,0
1920,2020-06-23,Verona,Napoli,0,2,1,1,0,0
1920,2020-06-24,Atalanta,Lazio,3,2,2,2,0,0
1920,2020-06-24,Inter,Sassuolo,3,3,2,1,1,0
1920,2020-06-24,Roma,Sampdoria,2,1,1,2,0,0
1920,2020-06-26,Juventus,Lecce,4,0,1,0,0,1
1920,2020-06-27,Brescia,Genoa,2,2,4,2,0,0
1920,2020-06-27,Cagliari,Torino,4,2,3,0,0,0
1920,2020-06-27,Lazio,Fiorentina,2,1,5,2,0,1
1920,2020-06-28,AC Milan,Roma,2,0,2,2,0,0
1920,2020-06-28,Napoli,SPAL,3,1,0,3,0,0
1920,2020-06-28,Parma Calcio 1913,Inter,1,2,3,4,1,1
1920,2020-06-28,Sampdoria,Bologna,1,2,3,1,0,0
1920,2020-06-28,Sassuolo,Verona,3,3,2,2,0,0
1920,2020-06-28,Udinese,Atalanta,2,3,2,2,0,0
1920,2020-06-30,Genoa,Juventus,1,3,5,1,0,0
1920,2020-06-30,Torino,Lazio,1,2,1,3,0,0
1920,2020-07-01,Bologna,Cagliari,1,1,3,2,0,0
1920,2020-07-01,Fiorentina,Sassuolo,1,3,4,2,0,0
1920,2020-07-01,Inter,Brescia,6,0,2,2,0,0
1920,2020-07-01,Lecce,Sampdoria,1,2,2,3,0,0
1920,2020-07-01,SPAL,AC Milan,2,2,3,0,1,0
1920,2020-07-01,Verona,Parma Calcio 1913,3,2,2,3,0,0
1920,2020-07-02,Atalanta,Napoli,2,0,1,1,0,0
1920,2020-07-02,Roma,Udinese,0,2,3,2,1,0
1920,2020-07-04,Juventus,Torino,4,1,4,2,0,0
1920,2020-07-04,Lazio,AC Milan,0,3,1,1,0,0
1920,2020-07-04,Sassuolo,Lecce,4,2,3,4,0,0
1920,2020-07-05,Brescia,Verona,2,0,3,1,0,0
1920,2020-07-05,Cagliari,Atalanta,0,1,3,2,1,0
1920,2020-07-05,Inter,Bologna,1,2,2,3,1,1
1920,2020-07-05,Napoli,Roma,2,1,2,4,0,0
1920,2020-07-05,Parma Calcio 1913,Fiorentina,1,2,4,6,0,0
1920,2020-07-05,Sampdoria,SPAL,3,0,1,1,0,0
1920,2020-07-05,Udinese,Genoa,2,2,3,2,0,0
1920,2020-07-07,AC Milan,Juventus,4,2,4,1,0,0
1920,2020-07-07,Lecce,Lazio,2,1,3,3,0,1
1920,2020-07-08,Atalanta,Sampdoria,2,0,2,3,0,0
1920,2020-07-08,Bologna,Sassuolo,1,2,3,4,0,0
1920,2020-07-08,Fiorentina,Cagliari,0,0,2,2,0,0
1920,2020-07-08,Genoa,Napoli,1,2,1,0,0,0
1920,2020-07-08,Roma,Parma Calcio 1913,2,1,5,1,0,0
1920,2020-07-08,Torino,Brescia,3,1,1,3,0,0
1920,2020-07-09,SPAL,Udinese,0,3,0,0,0,0
1920,2020-07-09,Verona,Inter,2,2,3,2,0,0
1920,2020-07-11,Brescia,Roma,0,3,1,2,0,0
1920,2020-07-11,Juventus,Atalanta,2,2,3,2,0,0
1920,2020-07-11,Lazio,Sassuolo,1,2,4,2,0,0
1920,2020-07-12,Cagliari,Lecce,0,0,1,1,0,0
1920,2020-07-12,Fiorentina,Verona,1,1,3,2,0,0
1920,2020-07-12,Genoa,SPAL,2,0,1,2,0,0
1920,2020-07-12,Napoli,AC Milan,2,2,2,3,0,1
1920,2020-07-12,Parma Calcio 1913,Bologna,2,2,1,1,0,0
1920,2020-07-12,Udinese,Sampdoria,1,3,1,4,0,0
1920,2020-07-13,Inter,Torino,3,1,5,3,0,0
1920,2020-07-14,Atalanta,Brescia,6,2,0,0,0,0
1920,2020-07-15,AC Milan,Parma Calcio 1913,3,1,1,2,0,0
1920,2020-07-15,Bologna,Napoli,1,1,1,1,0,0
1920,2020-07-15,Lecce,Fiorentina,1,3,3,2,0,0
1920,2020-07-15,Roma,Verona,2,1,4,3,0,0
1920,2020-07-15,Sampdoria,Cagliari,3,0,0,2,0,0
1920,2020-07-15,Sassuolo,Juventus,3,3,4,4,0,0
1920,2020-07-15,Udinese,Lazio,0,0,2,3,0,0
1920,2020-07-16,SPAL,Inter,0,4,2,3,0,0
1920,2020-07-16,Torino,Genoa,3,0,2,2,0,0
1920,2020-07-18,AC Milan,Bologna,5,1,2,1,0,0
1920,2020-07-18,Cagliari,Sassuolo,1,1,3,2,1,0
1920,2020-07-18,Verona,Atalanta,1,1,2,2,0,0
1920,2020-07-19,Brescia,SPAL,2,1,2,2,0,0
1920,2020-07-19,Fiorentina,Torino,2,0,1,2,0,0
1920,2020-07-19,Genoa,Lecce,2,1,2,3,0,0
1920,2020-07-19,Napoli,Udinese,2,1,3,2,0,0
1920,2020-07-19,Parma Calcio 1913,Sampdoria,2,3,0,1,0,0
1920,2020-07-19,Roma,Inter,2,2,1,1,0,0
1920,2020-07-20,Juventus,Lazio,2,1,3,1,0,0
1920,2020-07-21,Atalanta,Bologna,1,0,4,2,0,0
1920,2020-07-21,Sassuolo,AC Milan,1,2,2,4,1,0
1920,2020-07-22,Inter,Fiorentina,0,0,1,3,0,0
1920,2020-07-22,Lecce,Brescia,3,1,2,1,0,0
1920,2020-07-22,Parma Calcio 1913,Napoli,2,1,3,1,0,0
1920,2020-07-22,SPAL,Roma,1,6,1,0,1,0
1920,2020-07-22,Sampdoria,Genoa,1,2,4,2,0,0
1920,2020-07-22,Torino,Verona,1,1,4,2,0,0
1920,2020-07-23,Lazio,Cagliari,2,1,3,1,0,0
1920,2020-07-23,Udinese,Juventus,2,1,2,2,0,0
1920,2020-07-24,AC Milan,Atalanta,1,1,1,1,0,0
1920,2020-07-25,Brescia,Parma Calcio 1913,1,2,4,0,0,0
1920,2020-07-25,Genoa,Inter,0,3,2,3,0,0
1920,2020-07-25,Napoli,Sassuolo,2,0,1,3,0,0
1920,2020-07-26,Bologna,Lecce,3,2,1,1,0,0
1920,2020-07-26,Cagliari,Udinese,0,1,2,1,0,0
1920,2020-07-26,Juventus,Sampdoria,2,0,4,4,0,1
1920,2020-07-26,Roma,Fiorentina,2,1,1,4,0,0
1920,2020-07-26,SPAL,Torino,1,1,2,3,0,0
1920,2020-07-26,Verona,Lazio,1,5,2,2,0,0
1920,2020-07-28,Inter,Napoli,2,0,4,1,0,0
1920,2020-07-28,Parma Calcio 1913,Atalanta,1,2,2,1,0,0
1920,2020-07-29,Cagliari,Juventus,2,0,2,1,0,0
1920,2020-07-29,Fiorentina,Bologna,4,0,2,1,0,0
1920,2020-07-29,Lazio,Brescia,2,0,1,2,0,0
1920,2020-07-29,Sampdoria,AC Milan,1,4,1,1,0,0
1920,2020-07-29,Sassuolo,Genoa,5,0,1,1,0,0
1920,2020-07-29,Torino,Roma,2,3,2,3,0,0
1920,2020-07-29,Udinese,Lecce,1,2,1,4,0,0
1920,2020-07-29,Verona,SPAL,3,0,1,1,0,0
